reviews,n_course_id
"I have just completed this course. I have learned quite a bit about the pandas library and that has nothing to do with this course. The lectures seemed to be scripted; and extremely condensed. At best, they can be used as a sparse reference manual for some undefined subset of the pandas library. The assignment 4 instructions encourage googling things. Basically ""go forth and figure it out on your own"" ... why would I need a full course for that piece of advice? The autograder seems to forbid the usage of certain lines of code in  Assignment 4. It will reject your answer and give you no feedback whatsoever with respect to the reasons why your answer was rejected.As well, it has inconsistencies that will cost you time. The question on the recession_start() function will be graded as correct if recession_start() outputs a certain value, say x. Yet, in another question recession_start() is expected to output some other value y. Go figure. Not even a warning about it.So, to sum up the salient points:1. Autograder has holes.2.Extremely condensed scripted lectures and sparsely sprinkled with practical advice.3. Useful for letting you know that pandas exist. Disappointing.",53
"This course is poorly done, and I'm sorry but in no way close to an intermediate level. Even knowing a fair amount of python, I struggled with learning from this course. I find it ironic that the teacher specializes in education and mostly sits in a chair and speaks code at you. There are very few visual aids to help. Furthermore, individual topics are not broken down well, showing you how to develop a mastery over the fundamental data objects like a data frame before moving on to the next. Code that is demonstrated is typed out unreasonably fast, and very few examples are done on how to properly access the elements in different ways. The video where the grad student/post doc spits out code 3 lines a minutes made me laugh at how ridiculous it was as if it were an explanation. I ended up very frustrated with this course, and I'm not convinced it's all me or my inability to learn. I suggest learning data science in python from another site, I'm already finding a different class much better and more understandable. Your mileage will obviously vary.",53
"A very solemn warning for those working professionals who wish to add this valuable skill or change career, which is so in my case, DON'T spend time on this course! The problem comes from a very error-prone auto-grader system and an outdated pandas library used by this course. I understand the ability to research your solution in the absence of guidance is a valuable skill, which is what the course instructors claim. However, setting the student up with an outdated library where the student not only has to figure out how to search for their solution but navigate different library versions is just mean and irresponsible.If you are planning to be a programmer, I do see the value of grinding this skill out of you. But if you are a domain expert that wants to learn ""Applied Data Science"" which is what this course is supposed to be for. I do not see the value of dropping the student in the deep end and having them figure out version updates and learn outdated syntax.Our time is valuable, go learn from people who respect your time. I will.",53
"Total disaster. I payed 315euro for this course. Course started on 24/10/2016. I faced with technical difficulties till this weekend. I reported this problem already many times.. Finally this weekend the Jupiter notebook worked and I started the first assignment. I spent many hours but still couldn't get solve the assignment. I read discussions, write post.. Searched on Google.. Read lots of document. I still couldn't get what the correct answer is the assignment wants. I realized that it is impossible to pass this exam. In the lectures they don't mention anything which will help you to solve this time consuming assignment by the way.. After having this terrible course experience this weekend, today (14/11/2016) I decided to apply for refund. But guess what I says 14 days have passed so I cannot get refund!!!!  Now I payyed 315 euro for nothing but disappointment!!!!",53
"Anything but 'Pandorable'. My first programming class was 'Python for Everybody' by Dr. Chuck. It was perfect for a novice like me. Chuck was tough, but fair. I then moved on to this class. 'Intro to Data Science in Python' is the complete opposite of everything you'd want in a so called 'intro' class. Brooksy is impossible - no Dr. Chuck. He plows through course material like he's got somewhere to be causing you to re-watch each of his lectures multiple times. Proceeding to the assignments you immediately realize they aren't related in the slightest to the lectures you just consumed. This forces you to consult google, github, stackoverflow, your peers, and anyone else with an extensive programming background. That's all fine and dandy for, say, an advanced or intermediate class, but keep in mind, this is supposed to be an INTRO class...Good luck...",53
"besides the major technical issues and lack of information before the postponed start of the course and minor technical issues, the way of teaching is well adapted to on-site classes where you can sit in study groups solving the problems together; the given examples have partly little relevance and do not help to solve the assignments and according to the staff the best way to solve assignments is by using google (or stackoverflow or whatever) - really?! somehow it seems they just took an on-site course, played with some fancy technical solutions and call it now a MOOC... they seem not really aware of the fact that on-site teaching and MOOCs require completely different types of pedagogic methodsamazing how the same university can offer both the best MOOC (Dr. Chuck's) and one of the worst (this one) ",53
1)Auto grading for assignments worked on and off (mostly off). I spent far more time for the auto grading than the time I spent for actually doing the assignments and learning stuff. I considered quitting after the first week and had to really force myself to go on. 2) This course requires Python experience. This should be made more clear in the course description. I struggled a lot because I lacked Python experience.3) The instructors have pacing issues - especially the teaching assistant. They rush the important points.4) I think the difficulty level of the quizes and assignments is not encouraging learning. I considered quitting after the first week. I'd have easier and more motivating earlier quizes/assignments; then build up on them.,53
"Lectures are useless. The assignments are good but the skill level of the material covered in lecture is like learning to crawl, and then you are supposed to be able to jump and dance when it gets to the assignment. Suggestions to bridge the gap are to look at Stack Overflow and various free tutorial sites, but that reduces the class to a packet of problem sets that I could get online for free. Not wasting any more time on this course. Severely disappointed in Coursera. I thought I could trust the content here but apparently they are satisfied releasing stuff that doesn't help at all. ",53
"Worse course ever. Materials don't provide enough information for performing assignments. Explanation is very short, general and isn't clear. Actually the course doesn't explain almost anything in Pandas structure, functions and approaches. As a software engineer I'm capable of solving complex problems. But here it's not about solving problems, it's about self studying and surfing Internet obtaining knowledge. What the course for?  Wrong column names, mistakes in formulas... Why the quality is so low?I'm really disappointed spending time for it. Have to cancel it on the second week.",53
"The content of the course is adequate to python users with a beginner-intermediate level, but lectures are fast-paced and do not seem to be focused on the student. Instructors just comment functions and methods characteristics as if they were reading it from Pandas documentation. Before this course I did not have any Python knowledge apart from the specialization programme Python for Everybody from the University of Michigan, which was much more oriented to beginner students. I recommend some more experience to take this course.",53
Lecturer just regurgitates code out loud (completely worthless). You can't get answers back without paying for the course (fine but it would have been nice to mention that up front in the audit) so you get little feedback as you might want it.Many of the questions/code is impossible using only the python described in the course. I wanted to take this as a python refresher and it was a complete waste of time. The subject matter is perfect! But execution is abysmal.,53
"The background for the lectures was really distracting. You shouldn't have people in the background ever. The lectures didn't provide the information needed to solve the assignments and the answers aren't given after the assignment is due. So the course doesn't really teach much by itself. You need to do a lot of extra googling on top of the lectures. In that case, you may as well do your own projects for free rather than $40/mo for inadequate lectures.",53
Serious issues with the assignment grading system will result in you pulling out your hair due to only getting credit for erroneous assignment grading system instead of learning.Literally have to read the discussion forums to figure out how to replicate the errors the grading system is looking for. Huge waste of your time.Wait atleast a year from this review to consider taking the course and pray they have finally edited it by then.,53
No or least support.Course Quality is great but problems with grader will left you with wasting your expensive time.Assignments are good but intend to go wayyy more beyond the scope and to learn from online materials though other sites.Grading system is not easy. You have the right answer but you'll need to waist hours to produce specific string for your grader to be satisfied.This i not an elegant learning process at all.,53
"Horrible course. The instructor is reading the course from a prompter. '95% of the time, you see the instructor reading from the prompter, and two people working in the background. When they actually show the code the instructor is talking about, it goes so fast that it's impossible to read the screen. The instructor provides no motivation or background to what he says. He just rattles off the words in a uni",53
"Instructor gives minimal examples and says ""go look on stack overflow"".  Then he proceeds to assign problems that don't really cover what the slides, lectures, or examples were on. If I all I was trying to do was just read some docs and look on stack overflow I wouldn't need to take this course now would I?Poorly translated and cryptic instructions for assembling furniture are better than what you get here.",53
"The assignment is much more harder than what I learnt through these videos. I know the professor want us to learn more by searching on Google, but it really took me a lot of time to find the answer for every assignment! I attend this course only because I want to learn Python easier than self-learning, but this course make it become much harder for me and I even think of not futher my study in this area.",53
"You will spend more time fighting the autograder than actually learning. You will learn more from youtube videos than this course. The only reason to do this course is for the certificate, even then, watch a youtube video or two before starting this course so that you can grasp the material. Also, before doing an assessment, watch the next weeks videos as the videos are a week lagged to the assignments.",53
I am an engineer and I use matlab and stata for data analysis and currently taking Machine Learning course by Stanford which is fabulous. I did not like this course for the following reasons: 1- bad course design structure 2- so confusing and inappropriate sequence3- super fast without providing any intuition 4- no fundamental explanation 5- course could be longer and spend enough time in each subject ,53
"This course is no good.Unable to run the assignments at my comfort. Half the time there is some issue in submitting the code in  jupyter and with hard pressed timelines at work this does not take me anywhere. As a data scientist with little programming background, it is difficult to enable our journey with this course.Sorry to say. This is a big disappointment for me.",53
"This is not a course. The videos and resources provided do not provide sufficient insight to properly learning Data Science or even getting through the assignments. Content and assignments have rarely anything in common. I would have to spend more than 12 hours to solve one of the assignments. Do not recommend, you are better off leaning out of google.  ",53
"The descriptions of assignments (especially 4) are not very clear. It wastes our time searching what's wrong (you can see the same question is raised up through the years in discussion forum), which always is just because the formatting issue that is not explicitly stated or different interpretations. The assignments should be extensively updated.",53
"Not really an introduction course. The lectures are moving very fast, without really explaining the material. The assignments are much more complicated than the material learned during the lecture. Almost not related at all. I had to learn everything from google. Not for beginners!!! This course will take all your free time and will to live... ",53
"Waste of time. If you know python, you'll probably learn nothing new here. If you don't, the professor goes into WAY too high a level, and quickly, for you to actually learn anything. Moreover, he barely touches on why any of this is important, does not go over scikitlearn or numpy, both very important in data science / machine learning.",53
"The courses/videos do not cover most of the topics which are needed for assignments. Have to Google or read lot materials in order to pass. Furthermore the videos are extremely boring as well. This course is not main for the learners who just started to learn Python, as this will demotivated the passion of a person to learn Python.",53
1. Very difficult to follow and I had to redo this course multiple times to understand the concepts.2. Feels like the tutor is just reading off a screen and not explaining a topic from his standpoint.3. The assignments and course topics are disjointed at times.4. Examples provided are rather complex and needs to be simplified.,53
"Un curso poco práctico, los vídeos son demasiado largos, dando vueltas sobre los mismos conceptos básicos y los ejercicios son bastante complicados en relación al temario (se espera que se busque por internet en páginas como Stack Overflow). No se trata nada de algoritmos, es casi todo limpieza de datos y cambios de formatos.",53
"The pace is too fast! I can not keep up with the course content :(I had studied ""Python for everybody"" specialization and ""Python3 programming"" specialization before. I thought I am now ready for this course but ....I am going to study some introductory books or find other tutorials first and then come back to this course.",53
"A large disconnect between material and assignments. Video lectures not very good and much to short. Assignments had a lot of very annoying data cleaning etc as opposed to better understanding of data frames and pandas, while this is indubitably important in real data analysis it seemed a bit early to  bring it in.",53
"Teaching material is poorly organized, and more of information covered in the assignment are not covered in the teaching material. It truly ""self study"" course. Just skip the video and dive into google. Even assignment question need lot clarification as well. Auto grading is a nightmare.",53
waste . your videos were useless cause you havent thought much . all the assignmnets were out of portions then what is the point of me seeing your videos if your assignments are all out of portions . worst course ever the only good thing is that the assignments were challenging ,53
"The instructor sucks. He writes codes in the video and does nor explain the logic behind it. i can find the code everywhere, what I need it to learn why we do it? Most of the time you find find yourself staring at the instructor's face, not codes and explanations",53
Terrible course. Assignments are extremely buggy and often touches on things not even explained in the lectures. Mentors are not active. Explanations are sketchy and not well paced. Do this course only for the examples in the Jupyter notebook.,53
"This course was very dissapointing, the instructor only explains what is going on in the code and does not provide any explanation on how to structure lines of code. Professor Charles Severance is more engaging in teaching coding languages.",53
"Lectures are brief, shallow and too compressed
Grader is buggy
Generally course is bad. I spent more time in Stackoverflow than here to find answers
I can read books and surf pandas docs by my own, what is the sence.
Just a waste of time",53
"As atividades do curso são bem confusas, devem melhorar muito ainda. Não adianta dificultar para ter que passar várias horas no fórum para entender a pergunta e ver dicas. Enquanto não consertarem os exercícios não recomendo.",53
Worst Course ever.The assignments are way tougher than taught in the lecture.Complete and utter waste of money.Please improve the contents of the course and provide detailed list of various functions.,53
"this course is horrible. The lecturer go through things so fast without emphasis, let alone highlighting the rationale behind of each things. Totally confused, worst class I have ever took in Coursera",53
"Awful. The examples are boring, pace is slow, and instruction is little more than ""go to StackExchange."" Most course 'discussion' involves the clunky, bug-riddled auto-grader. Don't waste your time.",53
"Hard to follow this professor. He reads off the script and reads really fast. I have a background in Porgramming but this is the most confusing programming class I have ever attended, sorry :(. ",53
"The examples are a bit too extreme head on, I have experience with python but the level at which this is provided is quite hard for anyone to jump in and it should not be advertised as such",53
"This course is for knowing what you can do with python in Data science, definitely is not a course to learn python or for people like me who only had basic knowledge of python.",53
My opinion of this course has already been stated here: https://medium.com/@masseybr/university-of-michigan-introduction-to-data-science-in-python-course-review-50eb37f5ff0d,53
"Course doesn't give you any tools to use, it only expects you to solve problems with the tools you find from internet. Buy a book, at least it is better.",53
"instructor is too fast, video lectures are not enough and assignment questions are not clear which wastes much time just to understand the question",53
Videos only cover a fraction of the material needed to solve the assignments. Better off buying a book that explains the concepts in more details.,53
You're honestly better off getting a free tutorial online somewhere. I would only pay for this course if you absolutely need the certificate.,53
"Course was full of bugs, learning material was much easier and simpler to understand than the tasks and assigments that were given later on.",53
The pandas software is out of date which caused me much stress and frustration in submitting assignments. PLEASE UPDATE YOUR SOFTWARE.,53
Videos doesn't help or prepare student very well for assignment. I had to study and found material all by myself. Unuseful,53
"Among more than 20 MOOC followed, I guess this is the worst one. I won't repeat here the arguments of other learners.",53
"Bad tutorial video, scattered teaching content, not corresponding homework, lack of material to review the  lecture ",53
"course too fast, they don't explain anything, just run through example. The worst course I have taken on coursera. ",53
Unorganized and not very useful. The main goal of the course is for you to use Stack Overflow.....SAVE YOURSELF $,53
This course is a joke. Contents is very very poor. And you will have a lot of problems making the Assigments.,53
The instructor was pathetic. He is simply reading the text and not putting in any efforts to explain things. ,53
"The lectures are insufficient, the homework instructions are incorrect, the autograder is terrible.",53
pathetic course. Not for anyone who wants to learn python. Its for them who already know python,53
Instructor is not interested in teaching but just reading out the script,53
"This course is not suited for beginners, who wanted to learn python. ",53
Horrible. Explains nothingJohns Hopkins data science is FAR superior,53
Poorly organised. No helpful resource. Really sad course. ,53
"Vedio is useless, I only need to go through the code.",53
the teaching pace is very fast and not so clear.,53
Gap between lecture and assignment is too high.,53
"Disconnected, too broad, could have been great.",53
Worst class ever! The instructor sucks!,53
Not exactly benefited.Too fast,53
autograding system is terrible,53
assigments are not clear,53
The speed is too fast,53
not good course,53
outdated,53
"This course was a travesty. 1. The version of Pandas being taught is not the current version.... so good luck applying this anywhere OR searching for help. 2. The lecture material was wiffle bat level then the assignments were mack truck level 3. I am a professional developer, I know how to use stack overflow and pandas documentation to solve problems. I was looking for a fundamental grounding of the materials. 4. I do feel I came away with a basic understanding of using pandas and python, but that's because I spent about 100 hours looking up answers to every question on here. 5. The lecture is so superficial that you'd learn a python way to do something, then a pandas way to do the same thing, then another pandas way to do something, then that would be the starting block for the assignment that would use advanced concepts. As a result I know 9 ways to do something simple with no recommended best pattern or understanding of when to use one or the other--and they all kind of muddle together now, but then spent dozens of hours researching the actual answers to the questions. ""This is the way I like to do xyz, because of this. There are 3 other ways you may see and I'll briefly show you them"" would be great. 6. For how important it is, the distinction between methods that mutate data and methods that don't was pretty minimal. 7. The online exercise thing is worthless. It uses an old version of pandas AND there are certain code breaking idiosyncracies in the tool AND it considers a pandas INT wrong if it's looking for an INT but there's no requirement in the question and no discussion of how to transform these or if there's any reason to do so other than to make the autograder happy. Look in the forum, there's straight answers like ""an upgrade broke this, so it is not expected to work"" which is a bad experience if you spend a few hours trying to debug code before looking up the answer. IT shakes your faith in all the exercieses. 8. This may be a coursera thing, but I'm learning this for WORK, I need to be able to get stuff working on my local PC. I see the autograder makes things easier, but it's basically a similar but different API. I literally spent 1 hour converting my code so the online grader would run for every 2.5 hours of local coding I did. It's debilitating. 9. This is probably a coursera problem, but it's really difficult to find the question you asked in the forum. Since you can't get through most of this course without forum assistance, that hurts. 10. I feel like I got gas lighted. You cannot do this class without already knowing python. This is mentioned in one of the lectures after you've already signed up. He recommends the Python for Everybody course, but it is very unclear from the Course Description before you pay money. Here are quotes from it, tell me if you would expect this to teach you python: *""This course will introduce the learner to the basics of the python programming environment"", *""including fundamental python programming techniques such as lambdas"", *""SKILLS YOU WILL GAIN: Python Programming"". Then the forum is peppered with answers that say ""This is not a python programming class"". So... SUMMARY: This was my first coursera experience, I was very much looking forward to it and it really shook my confidence in the site. I did learn how to work pandas, but would have done just as well with a list of problems and a google. The ""16 hours to complete"" took me over 2 weeks of full time work--roughly 100 hours--due to both this disconnect between the lecture and the assignments and to the difficulties transforming working local code in a modern version to a buggy online grading system working on an old version of python but with some patches that also render legacy forums only 80% useful as well. The lectures manage to be both superficial and confusing (because they take a superficial topic then jam 4 ways to do the same thing into 30 minutes). And despite the course description you do not learn an intro to python here, just to data science. I will be trying one more coursera course, basically because all the other reviews on here say this is an abnormally poorly run one, but if they're all like this I will return to pluralsight soon.",53
"The course is a great course in terms of the knowledge and experience of the instructor and the helpfulness of the staff. I gave it 2 stars for two reasons.1) The videos are deceptively short. In MOOC instructional design, you normally design short videos because the attention span of an online learner is tends to be much shorter than an in-person university student. However, in this course, even though the video is short, it is really 5-10 times longer because they speed over the equations and teaching so fast that you have to pause and replay and rewind and replay several times while trying it yourself. So the timings are not truly accurate. If you were actually teaching it in a classroom with actual students you would go much more slowly. In this case, I wish they were more honest with the times by actually typing the code in real time while teaching. I would have preferred a lecture to make it more digestible.2) The hardest thing for me about the course was the fact that instead of practicing computational thinking within data science (decomposition, algorithmic thinking, etc.), I was really just searching on stack overflow for how to put it into python. It's poor instructional design to only teach somethings and expect students to complete assignments without giving them all the tools they will use in the assignment. It would be ok if it were an accidental mistake, but this seems to be purposeful. This happened not just in course assignments but sometimes even in mid-roll video-overlaid quizzes where the answer was something not explained or taught or shown. This was really strange to me and caused a huge amount of time to be spent searching online or trying mid-lecture problems to no avail. It cause all the timings of the course to be off (#1 caused the video timings to be severely off and #2 meant that the course assignment estimates were HUGELY miscalculated). Good instructional design would mean that the professor should show all the tools one could use to faithfully complete and achieve the assignment. For some reason that was avoided again and again in this course.Great material though. I loved learning. I just wish it were better structured and supported and that I learned more about the work rather than just searching online for how to write something.",53
"Well, first thing I am going to say this is not going to be looking good, however correct me if I got anything wrong or being unfair.To be honest, I am very frustrated with this course! It is a very good topic that I am very interested and that's the reason I am enrolled , but the support and the structure of it is very disappointing!Example like this(https://www.coursera.org/learn/python-data-analysis/discussions/weeks/3/threads/0kwIpLJDEeawPhIF4bjuNg), question is not even specified and waste me so much time looking for the requirement and post discussion board and wait hopefully somebody is going to reply!Same for the ScimEn file , which again the file name was not specified in the question!From last secession, assignment two have lots of confusing around what exactly the question is asking about and again lots of time being wasted just to figure out the question!The support is poor as well, not like other course , I would usually get a answer within the same day , but this one is really when you are lucky! Plus the staff rarely response!In short, I hope the staff of the course would see this. This is a good topic but the course are poorly designed with very limited support!I mean if you are truly love the topic , you should pass on the passion to your students and design the course that students not only learn the material in the course but also can know how to ask questions and find out the questions themselves ,but first like learning any skills students needs to ask lots of questions ! I am not going to mention that ,coz even the question in the course is full of error !!Unless, the whole purpose is to make some money , then it make sense , however if it is that case , I am not going to enrol in this course any more.",53
"After having done quite a few other courses from UMICH (mostly taught by prof. Charles), I had high expectations from this one. I must sadly say I am extremely dissapointed.1) The course itself doesn't teach anything. The videos basically say: ""Here's pandas. It has functions. Good luck"". If you want to learn what to do, you are encouraged and have to search it online, because such materials are not provided in the course. In my opinion it cannot be called a course, if all it does it says ""Hey, there exists this thing called Python and Pandas. If you want to learn about it, go do it somewhere else. You're welcome! ""A responsible course would provided well strucured materials for students to study. Videos showing a proff. reading off slides are not particularly useful.2) Assignments are messy and it seems not much thought has been put into them. Whilst I do like the challenge itself, spending 3 hours figuring out why the autograder gave me no points is completely useless and frustrating: you get no feedback, no hints, no nothing. Eventually you may be able to find some hints on the forum, but seriously....those 3 hours could be way better spent on some actual materials, rather then trying to figure out a formatting issue.I could go into more detail, but you get the idea. I was really excited about this specialization, but I will not continue with it. Again - I've nothing against a challenge - so a more difficult curricula - but I cannot work with a completely lack of curricula and structure , as well as materials.",53
"This is not my first time with the University of Michigan, I have completed both the ""Python for everybody"" and ""Python 3 programming"" specialisations; and i must say , this is an assignment course, the material is rushed (if you are just talking about 10 pandas methods in an 8 minutes video,; you need to review your pedagogy). Paul resnick , dr.chuck and steve oney are really good teachers, they go into the details.But i don't know if he was forced to , but Christopher brooks doesn't  seem to bother with explanations (you should learn everything on stackoverflow; well guess what ...i came to coursera for the material not the assignments).He had already done that in the 5th course of the python3 programming specialisation(sometimes explaining code without showing it),it took me 5 days to complete that assignment(notebooks crashing for no reason i ended up using my own but i guess this has to do with the platform ) .some more pedagogy and slower ,deeper explanations are required for this course.Not worth the time nor the attention.Just learn on Youtube and Stackoverflow or some other ressources(like the many books provided in this course) then once you are ready, pass all the assignments(which are great ,if the material needed was covered this course would be perfect)",53
"This class is an absolutely horrible experience for those of us new to programming and data science. For a few of the assignments, you are asked to return a dataset based on the merging of multiple data sets. A better approach would have been to have a checkpoint at each step to ensure the resulting data frame met the requirements.  For example, if the data set needed to be ordered in a certain way with the header formatted a certain way, then let's have a separate checkpoint for the order of the values and yet a different checkpoint for the header values.   The staff needs to understand that having the correct answer at each step of the process is not a bad way to help the student know if his/her code is correct.  After all, the staff can easily modify the dataset read in by the student's code after submission to ensure that the student did not use any hardcoded values.Despite the frustration with the Coursera platform, I can honestly say this is the most fun subject I've had in a long time. But the format selected is absolutely horrific and not conducive to learning and understanding the material.  ",53
"The main focus of the course is the introduction of the Pandas (series and data frames) library, which is very useful in data analysis. The last two assignments are quite challenging and time consuming, if you are not familiar with Pandas. Why the poor review: I'm sure that the intention of the teacher (Prof. Brooks) is for the student to be challenged and obtain familiarity with several ""advanced"" functionalities of Python. When I had finished the last assignment I felt that way, but not due to the lectures (only ~2.5 hours all in all). The pace of these lectures is too fast (probably because they are scripted). The teacher should slow down a bit and show some more examples (for inspiration watch Prof. Andrew Ng from Stanford lecture on machine learning). I'm not suggesting to show explicit solutions of the assignments, but just a few more examples such that the transition from lecture to problem solving is less ""frustrating"". Furthermore, the students are paying $79 for this course expecting thorough lectures on the topic. Reading the documentation of the Pandas library can be done for free...",53
"Read the reviews carefully before signing up for this course.I would not recommend this course to anyone. It is branded as an Intro course, but it is anything but an intro course. The instructor whips right through the material without much explanation as to the how and why of what he is doing. Then when it came to the assignments, the assignments were way harder to the material covered, and I spent hours pulling my hair doing research on StackOverflow and GitHub just to figure out how to get the data sets to work correctly so the auto-grader could pass my problem. I ended up dropping at the fourth week because I knew I couldn't finish the project without referencing other people's work on GitHub and there was very little instruction on how to set up and do the final project effectively.There have been very few courses in my life that I felt utterly defeated by, and this is unfortunately has been one of them. I am going to pursue other data science courses on Coursera and other resources that are better suited to the beginner.",53
"Dire, absolutely dire. If you like the following; A. Spending longer endlessly searching the forums for answers than anything else and still not necessarily finding them B. Wasting time getting the right answers only for an autograder to decide an answer that hasn't been touched for an hour and was right, is suddenly wrong (not a great advert for a language you want to use to automate this, is it?) C. Reading countless posts voicing a lot of similar frustrations to this D. Lectures so brief you may as well not bother E. Interpreting ""assumes some knowledge of other languages"" as ""you best be great with these other languages because these lectures won't really help you"" F. Wasting yet more time on the forums where answers to one post go totally off track so you're left hunting for a needle in a haystack of replies for something that may or may not be of relevance. If these things are truly your bag then this is the course for you. If not, then do yourself a favour, go elsewhere and find a different course.",53
"This course is a real waste of time! Please avoid!!The lecturer in general teaches nothing. He explains some basic concepts. You can learn them in a 5 minutes YouTube video. Then, you should answer the detailed/technical coding assignments. The assignments have nothing to deal with the lectures. The lectures have zero to very limited coding explanation. Then, there is an outdated picky auto grader that grades your work. You will spend hours finding out that your code is correct, but the auto grader works with libraries very old versions. I learned nothing from the lectures but I passed the assignments with 90, thanks to StackOverflow and online resources.I am wondering who gives this course 5 stars. Fake reviews? ",53
"As a beginner,This Course theory is very good and can be understood with a little of Python Basic Programming skills cuz of the 1st week notebook and theory provided.and coming to the other weeks,the theory was good but short and faster explanations ends you up in a dilemma.I personally feel that this course is highly recommended for the purpose of 'THEORY ONLY' != 'Assignments'. If you want to work on assignments you'll end up loosing your mind,and for the assignments I recommend people to just checkout Stack Overflow or the discussion forums or Github to answer them.Definitely You won't be able to grasp everything in here,so I prefer and refer you people to checkout courses on 'PANDAS' to work explicitly.",53
"I was quite disappointed by the almost total inaccessibility of the staff in the discussion forums, the unconquerability of the autograder for most of the assignments (losing points for no discernible reason, with all resources exhausted), the lack of a stats module for the specialization, and the lack of education, really. There is value in asking students to learn on their own, but this course goes much too far with that, giving problem sets that are virtually unsolvable without prior experience in data wrangling in R or some other data language. This leaves serious, hardworking students with little choice but to troll the forums for solutions. Hardly the best way to learn the intricacies of this subject.",53
"I have loved using Coursera to learn Python and have really enjoyed the Python University of Michigan courses I've taken so far. Unfortunately, this is not one of those courses. There is no accompanying textbook or reading, only videos and then practice code. The instructors in the videos don't provide any explanation of the syntax, and simply tell you what the code says which you can already clearly see. Basically they read the course syllabus and the lines of code to you and provide no explanation, i.e. ""today we're talking about lambdas, here is code where we're using that."" You may as well google articles about each topic in this course and you will probably gain more understanding of these concepts. ",53
"I have a decent knowledge of python, this course tries, initially to introduce Pandas.  In my opinion, the way they try to do is bad.  The material is not available, so, no way to reproduce on the student side the examples.  During the course, there are also some small checkpoints to see if the example were clear enough.  Honestly, without data sets, without proposing (many) exercises, it seems all useless.  They expect that the students get everything immediately (they claim that you don't need to know the lambda function, but expect you to get in in 2 minutes of a lesson).  I discontinued this.  I will check for other materials, books, and more to deepen my data science knowledge in python. ",53
"This course is a really bad introduction to Data Science. You do not learn how to code for Data Science, they just give you a list of functions without really teaching you how to use them. Then in the tests you get tested on a lot of things that were not explained and you end up searching how to do most stuff on Stack Overflow. I came here to learn stuff in an organised way, not to learn function after function. The things tested in the exams should be about what you teach, and not whatever you want. This course asumes you have a background in Python and also a background in using it for Data Science, which basically means it is not an introductory course.",53
"I wouldn't recommend this course to people who only read the material and answer the exercises, I wouldn't recommend this course at all!!, Run and don't look back, if you want to learn pandas libray (that is the focus of this course) better go to other courses because the material lacks the deepness necessary to pass the course. If you like to learn purely by yourself and read past threads from forums to resolve your doubts then this course can expand your knowledge of the pandas library and managment of data in the python language but at cost of your time, pain and sweat of trying to understand in the first place why you took this course.",53
"Very disappointed and honestly shocked that this course has the rating it does.I enrolled in this course expecting to be taught.  Instead, I have to pause lectures every few seconds to find a free YouTube tutorial or Stack Overflow article that actually explains the content that the instructor mentioned (because he never goes to a level of detail necessary for what can be reasonably considered ""teaching"").All this leaves me wondering:  Why am I paying for this?I cancelled my subscription to the Specialization after taking a look at Assignment 3 and have no intention to finish the course.",53
"This was my second course with Prof. Brooks as the instructor. I gotta say, both were awful. He expects us to find info on what we are trying to learn, on our own. The assignments are completely different from what we are taught in the videos, which is well, minimal. Pathetic. We have to find new functions on our own to complete the assignments. If I wanted to research all about Pandas library on my own, I wouldn't have taken up this course in the first place! Even in the lecture videos, the professor doesn't even bother to explain the functions properly. ",53
"I really wanted to like this class and was looking forward to learning data science in Python but this isn't the way to do it.  The instructor glosses over material without explaining it and the assignments require a large amount of research and outside learning to complete.  If I have to learn how to do the assignments from Google and Stack Overflow, why am paying for this course?  I've taken other classes on Coursera and am pretty good with Python and self-learning but this is pretty terrible.  Overall I expected better out of University of Michigan.",53
"I found there were a lot of problems with the systems supporting the learning and assessments, namely the implementation of the Jupyter Notebook, which kept on misbehaving (it wouldn't save your work, and then it would stop giving outputs for your code). I ended up wasting a lot of time trying but failing to resolve these technical hitches, and time is the most precious resource for any student / programmer, and so I unenrolled from the course. I am now going to find an alternative sequence of courses to learn about data science along with Python.",53
"This course is  good but instructor is very bad.....  Not providing good course lectures and materials... The lecture is very fast and not covering all the things being asked in the assignment... I am leaving this course due to this.. I have successfully done other python courses, because there, the instructor was very good and his teaching style was awesome... I have wasted lot of my times enrolling in this particular course... Though the course conception is good, instructor and course materials are not up to the mark....",53
"the instruction is very poor: when one decides to learn online, it´s expected that it will have the content related to the subject, and this course does not. The content is just showed, very fast, no details, and there are several tasks to accomplish, the level of them is much higher than what you have gotten in the videos and lectures, so, one will have to do a lot of extra research and learning outside this platform. if the person wants the certificate, ok, but the knowledge will come actually from other sources.",53
